,votos
179,8.270197430416042
180,8.270197430416042
181,8.270197430416042
182,8.270197430416042
183,8.270197430416042
184,8.270197430416042
185,8.270197430416042
186,8.270197430416042
187,8.270197430416042
188,8.270197430416042
189,8.270197430416042
190,8.270197430416042
191,8.270197430416042
192,8.270197430416042
193,8.270197430416042
194,8.270197430416042
195,8.270197430416042
196,8.270197430416042
197,8.270197430416042
198,8.270197430416042
199,8.270197430416042
200,8.270197430416042
201,8.270197430416042
202,8.270197430416042
203,8.270197430416042
204,8.270197430416042
205,8.270197430416042
206,8.270197430416042
207,8.270197430416042
208,8.270197430416042
209,8.270197430416042
210,8.270197430416042
211,8.270197430416042
212,8.270197430416042
213,8.270197430416042
214,8.270197430416042
215,8.270197430416042
216,8.270197430416042
217,8.270197430416042
218,8.270197430416042
219,8.270197430416042
220,8.270197430416042
221,8.270197430416042
222,8.270197430416042
223,8.270197430416042
224,8.270197430416042
225,8.270197430416042
226,8.270197430416042
227,8.270197430416042
228,8.270197430416042
229,8.270197430416042
230,8.270197430416042
231,8.270197430416042
232,8.270197430416042
233,8.270197430416042
234,8.270197430416042
235,8.270197430416042
236,8.270197430416042
237,8.270197430416042
238,8.270197430416042
239,8.270197430416042
240,8.270197430416042
241,8.270197430416042
242,8.270197430416042
243,8.270197430416042
244,8.270197430416042
245,8.270197430416042
246,8.270197430416042
247,8.270197430416042
248,8.270197430416042
249,8.270197430416042
250,8.270197430416042
251,8.270197430416042
252,8.270197430416042
253,8.270197430416042
254,8.270197430416042
255,8.270197430416042
256,8.270197430416042
257,8.270197430416042
258,8.270197430416042
259,8.270197430416042
260,8.270197430416042
261,8.270197430416042
262,8.270197430416042
263,8.270197430416042
264,8.270197430416042
265,8.270197430416042
266,8.270197430416042
267,8.270197430416042
268,8.270197430416042
269,8.270197430416042
270,8.270197430416042
271,8.270197430416042
272,8.270197430416042
273,8.270197430416042
274,8.270197430416042
275,8.270197430416042
276,8.270197430416042
277,8.270197430416042
278,8.270197430416042
279,8.270197430416042
280,8.270197430416042
281,8.270197430416042
282,8.270197430416042
283,8.270197430416042
284,8.270197430416042
285,8.270197430416042
286,8.270197430416042
287,8.270197430416042
288,8.270197430416042
289,8.270197430416042
290,8.270197430416042
291,8.270197430416042
292,8.270197430416042
293,8.270197430416042
294,8.270197430416042
295,8.270197430416042
296,8.270197430416042
297,8.270197430416042
298,8.270197430416042
299,8.270197430416042
300,8.270197430416042
301,8.270197430416042
302,8.270197430416042
303,8.270197430416042
304,8.270197430416042
305,8.270197430416042
306,8.270197430416042
307,8.270197430416042
308,8.270197430416042
309,8.270197430416042
310,8.270197430416042
311,8.270197430416042
312,8.270197430416042
313,8.270197430416042
314,8.270197430416042
315,8.270197430416042
316,8.270197430416042
317,8.270197430416042
318,8.270197430416042
319,8.270197430416042
320,8.270197430416042
321,8.270197430416042
322,8.270197430416042
323,8.270197430416042
324,8.270197430416042
325,8.270197430416042
326,8.270197430416042
327,8.270197430416042
328,8.270197430416042
329,8.270197430416042
330,8.270197430416042
331,8.270197430416042
332,8.270197430416042
333,8.270197430416042
334,8.270197430416042
335,8.270197430416042
336,8.270197430416042
337,8.270197430416042
338,8.270197430416042
339,8.270197430416042
340,8.270197430416042
341,8.270197430416042
342,8.270197430416042
343,8.270197430416042
344,8.270197430416042
345,8.270197430416042
346,8.270197430416042
347,8.270197430416042
348,8.270197430416042
349,8.270197430416042
350,8.270197430416042
351,8.270197430416042
352,8.270197430416042
353,8.270197430416042
354,8.270197430416042
355,8.270197430416042
356,8.270197430416042
357,8.270197430416042
358,8.270197430416042
359,8.270197430416042
360,8.270197430416042
361,8.270197430416042
362,8.270197430416042
363,8.270197430416042
364,8.270197430416042
365,8.270197430416042
366,8.270197430416042
367,8.270197430416042
368,8.270197430416042
369,8.270197430416042
370,8.270197430416042
371,8.270197430416042
372,8.270197430416042
373,8.270197430416042
374,8.270197430416042
375,8.270197430416042
376,8.270197430416042
377,8.270197430416042
378,8.270197430416042
379,8.270197430416042
380,8.270197430416042
381,8.270197430416042
382,8.270197430416042
383,8.270197430416042
384,8.270197430416042
385,8.270197430416042
386,8.270197430416042
387,8.270197430416042
388,8.270197430416042
389,8.270197430416042
390,8.270197430416042
391,8.270197430416042
392,8.270197430416042
393,8.270197430416042
394,8.270197430416042
395,8.270197430416042
396,8.270197430416042
397,8.270197430416042
398,8.270197430416042
399,8.270197430416042
400,8.270197430416042
401,8.270197430416042
402,8.270197430416042
403,8.270197430416042
404,8.270197430416042
405,8.270197430416042
406,8.270197430416042
407,8.270197430416042
408,8.270197430416042
409,8.270197430416042
410,8.270197430416042
411,8.270197430416042
412,8.270197430416042
413,8.270197430416042
414,8.270197430416042
415,8.270197430416042
416,8.270197430416042
417,8.270197430416042
418,8.270197430416042
419,8.270197430416042
420,8.270197430416042
421,8.270197430416042
422,8.270197430416042
423,8.270197430416042
424,8.270197430416042
425,8.270197430416042
426,8.270197430416042
427,8.270197430416042
428,8.270197430416042
429,8.270197430416042
430,8.270197430416042
431,8.270197430416042
432,8.270197430416042
433,8.270197430416042
434,8.270197430416042
435,8.270197430416042
436,8.270197430416042
437,8.270197430416042
438,8.270197430416042
439,8.270197430416042
440,8.270197430416042
441,8.270197430416042
442,8.270197430416042
443,8.270197430416042
444,8.270197430416042
445,8.270197430416042
446,8.270197430416042
447,8.270197430416042
448,8.270197430416042
449,8.270197430416042
450,8.270197430416042
451,8.270197430416042
452,8.270197430416042
453,8.270197430416042
454,8.270197430416042
455,8.270197430416042
456,8.270197430416042
457,8.270197430416042
458,8.270197430416042
459,8.270197430416042
460,8.270197430416042
461,8.270197430416042
462,8.270197430416042
463,8.270197430416042
464,8.270197430416042
465,8.270197430416042
466,8.270197430416042
467,8.270197430416042
468,8.270197430416042
469,8.270197430416042
470,8.270197430416042
471,8.270197430416042
472,8.270197430416042
473,8.270197430416042
474,8.270197430416042
475,8.270197430416042
476,8.270197430416042
477,8.270197430416042
478,8.270197430416042
479,8.270197430416042
480,8.270197430416042
481,8.270197430416042
482,8.270197430416042
483,8.270197430416042
484,8.270197430416042
485,8.270197430416042
486,8.270197430416042
487,8.270197430416042
488,8.270197430416042
489,8.270197430416042
490,8.270197430416042
491,8.270197430416042
492,8.270197430416042
493,8.270197430416042
494,8.270197430416042
495,8.270197430416042
496,8.270197430416042
497,8.270197430416042
498,8.270197430416042
499,8.270197430416042
500,8.270197430416042
501,8.270197430416042
502,8.270197430416042
503,8.270197430416042
504,8.270197430416042
505,8.270197430416042
506,8.270197430416042
507,8.270197430416042
508,8.270197430416042
509,8.270197430416042
510,8.270197430416042
511,8.270197430416042
512,8.270197430416042
513,8.270197430416042
514,8.270197430416042
515,8.270197430416042
516,8.270197430416042
517,8.270197430416042
518,8.270197430416042
519,8.270197430416042
520,8.270197430416042
521,8.270197430416042
522,8.270197430416042
523,8.270197430416042
524,8.270197430416042
525,8.270197430416042
526,8.270197430416042
527,8.270197430416042
528,8.270197430416042
529,8.270197430416042
530,8.270197430416042
531,8.270197430416042
532,8.270197430416042
533,8.270197430416042
534,8.270197430416042
535,8.270197430416042
536,8.270197430416042
537,8.270197430416042
538,8.270197430416042
539,8.270197430416042
540,8.270197430416042
541,8.270197430416042
542,8.270197430416042
543,8.270197430416042
544,8.270197430416042
545,8.270197430416042
546,8.270197430416042
547,8.270197430416042
548,8.270197430416042
549,8.270197430416042
550,8.270197430416042
551,8.270197430416042
552,8.270197430416042
553,8.270197430416042
554,8.270197430416042
555,8.270197430416042
556,8.270197430416042
557,8.270197430416042
558,8.270197430416042
559,8.270197430416042
560,8.270197430416042
561,8.270197430416042
562,8.270197430416042
563,8.270197430416042
564,8.270197430416042
565,8.270197430416042
566,8.270197430416042
567,8.270197430416042
568,8.270197430416042
569,8.270197430416042
570,8.270197430416042
571,8.270197430416042
572,8.270197430416042
573,8.270197430416042
574,8.270197430416042
575,8.270197430416042
576,8.270197430416042
577,8.270197430416042
578,8.270197430416042
579,8.270197430416042
580,8.270197430416042
581,8.270197430416042
582,8.270197430416042
583,8.270197430416042
584,8.270197430416042
585,8.270197430416042
586,8.270197430416042
587,8.270197430416042
588,8.270197430416042
589,8.270197430416042
590,8.270197430416042
591,8.270197430416042
592,8.270197430416042
593,8.270197430416042
594,8.270197430416042
595,8.270197430416042
596,8.270197430416042
597,8.270197430416042
598,8.270197430416042
599,8.270197430416042
600,8.270197430416042
601,8.270197430416042
602,8.270197430416042
603,8.270197430416042
604,8.270197430416042
605,8.270197430416042
606,8.270197430416042
607,8.270197430416042
608,8.270197430416042
609,8.270197430416042
610,8.270197430416042
611,8.270197430416042
612,8.270197430416042
613,8.270197430416042
614,8.270197430416042
615,8.270197430416042
616,8.270197430416042
617,8.270197430416042
618,8.270197430416042
619,8.270197430416042
620,8.270197430416042
621,8.270197430416042
622,8.270197430416042
623,8.270197430416042
624,8.270197430416042
625,8.270197430416042
626,8.270197430416042
627,8.270197430416042
628,8.270197430416042
629,8.270197430416042
630,8.270197430416042
631,8.270197430416042
632,8.270197430416042
633,8.270197430416042
634,8.270197430416042
635,8.270197430416042
636,8.270197430416042
637,8.270197430416042
638,8.270197430416042
639,8.270197430416042
640,8.270197430416042
641,8.270197430416042
642,8.270197430416042
643,8.270197430416042
644,8.270197430416042
645,8.270197430416042
646,8.270197430416042
647,8.270197430416042
648,8.270197430416042
649,8.270197430416042
650,8.270197430416042
651,8.270197430416042
652,8.270197430416042
653,8.270197430416042
654,8.270197430416042
655,8.270197430416042
656,8.270197430416042
657,8.270197430416042
658,8.270197430416042
659,8.270197430416042
660,8.270197430416042
661,8.270197430416042
662,8.270197430416042
663,8.270197430416042
664,8.270197430416042
665,8.270197430416042
666,8.270197430416042
667,8.270197430416042
668,8.270197430416042
669,8.270197430416042
670,8.270197430416042
671,8.270197430416042
672,8.270197430416042
673,8.270197430416042
674,8.270197430416042
675,8.270197430416042
676,8.270197430416042
677,8.270197430416042
678,8.270197430416042
679,8.270197430416042
680,8.270197430416042
681,8.270197430416042
682,8.270197430416042
683,8.270197430416042
684,8.270197430416042
685,8.270197430416042
686,8.270197430416042
687,8.270197430416042
688,8.270197430416042
689,8.270197430416042
690,8.270197430416042
691,8.270197430416042
692,8.270197430416042
693,8.270197430416042
694,8.270197430416042
695,8.270197430416042
696,8.270197430416042
697,8.270197430416042
698,8.270197430416042
699,8.270197430416042
700,8.270197430416042
701,8.270197430416042
702,8.270197430416042
703,8.270197430416042
704,8.270197430416042
705,8.270197430416042
706,8.270197430416042
707,8.270197430416042
708,8.270197430416042
709,8.270197430416042
710,8.270197430416042
711,8.270197430416042
712,8.270197430416042
713,8.270197430416042
714,8.270197430416042
715,8.270197430416042
716,8.270197430416042
717,8.270197430416042
718,8.270197430416042
719,8.270197430416042
720,8.270197430416042
721,8.270197430416042
722,8.270197430416042
723,8.270197430416042
724,8.270197430416042
725,8.270197430416042
726,8.270197430416042
727,8.270197430416042
728,8.270197430416042
729,8.270197430416042
730,8.270197430416042
731,8.270197430416042
732,8.270197430416042
733,8.270197430416042
734,8.270197430416042
735,8.270197430416042
736,8.270197430416042
737,8.270197430416042
738,8.270197430416042
739,8.270197430416042
740,8.270197430416042
741,8.270197430416042
742,8.270197430416042
743,8.270197430416042
744,8.270197430416042
745,8.270197430416042
746,8.270197430416042
747,8.270197430416042
748,8.270197430416042
749,8.270197430416042
750,8.270197430416042
751,8.270197430416042
752,8.270197430416042
753,8.270197430416042
754,8.270197430416042
755,8.270197430416042
756,8.270197430416042
757,8.270197430416042
758,8.270197430416042
759,8.270197430416042
760,8.270197430416042
761,8.270197430416042
762,8.270197430416042
763,8.270197430416042
764,8.270197430416042
765,8.270197430416042
766,8.270197430416042
767,8.270197430416042
768,8.270197430416042
769,8.270197430416042
770,8.270197430416042
771,8.270197430416042
772,8.270197430416042
773,8.270197430416042
774,8.270197430416042
775,8.270197430416042
776,8.270197430416042
777,8.270197430416042
778,8.270197430416042
779,8.270197430416042
780,8.270197430416042
781,8.270197430416042
782,8.270197430416042
783,8.270197430416042
784,8.270197430416042
785,8.270197430416042
786,8.270197430416042
787,8.270197430416042
788,8.270197430416042
789,8.270197430416042
790,8.270197430416042
791,8.270197430416042
792,8.270197430416042
793,8.270197430416042
794,8.270197430416042
795,8.270197430416042
796,8.270197430416042
797,8.270197430416042
798,8.270197430416042
799,8.270197430416042
800,8.270197430416042
801,8.270197430416042
802,8.270197430416042
803,8.270197430416042
804,8.270197430416042
805,8.270197430416042
806,8.270197430416042
807,8.270197430416042
808,8.270197430416042
809,8.270197430416042
810,8.270197430416042
811,8.270197430416042
812,8.270197430416042
813,8.270197430416042
814,8.270197430416042
815,8.270197430416042
816,8.270197430416042
817,8.270197430416042
818,8.270197430416042
819,8.270197430416042
820,8.270197430416042
821,8.270197430416042
822,8.270197430416042
823,8.270197430416042
824,8.270197430416042
825,8.270197430416042
826,8.270197430416042
827,8.270197430416042
828,8.270197430416042
829,8.270197430416042
830,8.270197430416042
831,8.270197430416042
832,8.270197430416042
833,8.270197430416042
834,8.270197430416042
835,8.270197430416042
836,8.270197430416042
837,8.270197430416042
838,8.270197430416042
839,8.270197430416042
840,8.270197430416042
841,8.270197430416042
842,8.270197430416042
843,8.270197430416042
844,8.270197430416042
845,8.270197430416042
846,8.270197430416042
847,8.270197430416042
848,8.270197430416042
849,8.270197430416042
850,8.270197430416042
851,8.270197430416042
852,8.270197430416042
853,8.270197430416042
854,8.270197430416042
855,8.270197430416042
856,8.270197430416042
857,8.270197430416042
858,8.270197430416042
859,8.270197430416042
860,8.270197430416042
861,8.270197430416042
862,8.270197430416042
863,8.270197430416042
864,8.270197430416042
865,8.270197430416042
866,8.270197430416042
867,8.270197430416042
868,8.270197430416042
869,8.270197430416042
870,8.270197430416042
871,8.270197430416042
872,8.270197430416042
873,8.270197430416042
874,8.270197430416042
875,8.270197430416042
876,8.270197430416042
877,8.270197430416042
878,8.270197430416042
879,8.270197430416042
880,8.270197430416042
881,8.270197430416042
882,8.270197430416042
883,8.270197430416042
884,8.270197430416042
885,8.270197430416042
886,8.270197430416042
887,8.270197430416042
888,8.270197430416042
889,8.270197430416042
890,8.270197430416042
891,8.270197430416042
892,8.270197430416042
893,8.270197430416042
894,8.270197430416042
895,8.270197430416042
896,8.270197430416042
897,8.270197430416042
898,8.270197430416042
899,8.270197430416042
900,8.270197430416042
901,8.270197430416042
902,8.270197430416042
903,8.270197430416042
904,8.270197430416042
905,8.270197430416042
906,8.270197430416042
907,8.270197430416042
908,8.270197430416042
909,8.270197430416042
910,8.270197430416042
911,8.270197430416042
912,8.270197430416042
913,8.270197430416042
914,8.270197430416042
915,8.270197430416042
916,8.270197430416042
917,8.270197430416042
918,8.270197430416042
919,8.270197430416042
920,8.270197430416042
921,8.270197430416042
922,8.270197430416042
923,8.270197430416042
924,8.270197430416042
925,8.270197430416042
926,8.270197430416042
927,8.270197430416042
928,8.270197430416042
929,8.270197430416042
930,8.270197430416042
931,8.270197430416042
932,8.270197430416042
933,8.270197430416042
934,8.270197430416042
935,8.270197430416042
936,8.270197430416042
937,8.270197430416042
938,8.270197430416042
939,8.270197430416042
940,8.270197430416042
941,8.270197430416042
942,8.270197430416042
943,8.270197430416042
944,8.270197430416042
945,8.270197430416042
946,8.270197430416042
947,8.270197430416042
948,8.270197430416042
949,8.270197430416042
950,8.270197430416042
951,8.270197430416042
952,8.270197430416042
953,8.270197430416042
954,8.270197430416042
955,8.270197430416042
956,8.270197430416042
957,8.270197430416042
958,8.270197430416042
959,8.270197430416042
960,8.270197430416042
961,8.270197430416042
962,8.270197430416042
963,8.270197430416042
964,8.270197430416042
965,8.270197430416042
966,8.270197430416042
967,8.270197430416042
968,8.270197430416042
969,8.270197430416042
970,8.270197430416042
971,8.270197430416042
972,8.270197430416042
973,8.270197430416042
974,8.270197430416042
975,8.270197430416042
976,8.270197430416042
977,8.270197430416042
978,8.270197430416042
979,8.270197430416042
980,8.270197430416042
981,8.270197430416042
982,8.270197430416042
983,8.270197430416042
984,8.270197430416042
985,8.270197430416042
986,8.270197430416042
987,8.270197430416042
988,8.270197430416042
989,8.270197430416042
990,8.270197430416042
991,8.270197430416042
992,8.270197430416042
993,8.270197430416042
994,8.270197430416042
995,8.270197430416042
996,8.270197430416042
997,8.270197430416042
998,8.270197430416042
999,8.270197430416042
1000,8.270197430416042
1001,8.270197430416042
1002,8.270197430416042
1003,8.270197430416042
1004,8.270197430416042
1005,8.270197430416042
1006,8.270197430416042
1007,8.270197430416042
1008,8.270197430416042
1009,8.270197430416042
1010,8.270197430416042
1011,8.270197430416042
1012,8.270197430416042
1013,8.270197430416042
1014,8.270197430416042
1015,8.270197430416042
1016,8.270197430416042
1017,8.270197430416042
1018,8.270197430416042
1019,8.270197430416042
1020,8.270197430416042
1021,8.270197430416042
1022,8.270197430416042
1023,8.270197430416042
1024,8.270197430416042
1025,8.270197430416042
1026,8.270197430416042
1027,8.270197430416042
1028,8.270197430416042
1029,8.270197430416042
1030,8.270197430416042
1031,8.270197430416042
1032,8.270197430416042
1033,8.270197430416042
1034,8.270197430416042
1035,8.270197430416042
1036,8.270197430416042
1037,8.270197430416042
1038,8.270197430416042
1039,8.270197430416042
1040,8.270197430416042
1041,8.270197430416042
1042,8.270197430416042
1043,8.270197430416042
1044,8.270197430416042
1045,8.270197430416042
1046,8.270197430416042
1047,8.270197430416042
1048,8.270197430416042
1049,8.270197430416042
1050,8.270197430416042
1051,8.270197430416042
1052,8.270197430416042
1053,8.270197430416042
1054,8.270197430416042
1055,8.270197430416042
1056,8.270197430416042
1057,8.270197430416042
1058,8.270197430416042
1059,8.270197430416042
1060,8.270197430416042
1061,8.270197430416042
1062,8.270197430416042
1063,8.270197430416042
1064,8.270197430416042
1065,8.270197430416042
1066,8.270197430416042
1067,8.270197430416042
1068,8.270197430416042
1069,8.270197430416042
1070,8.270197430416042
1071,8.270197430416042
1072,8.270197430416042
1073,8.270197430416042
1074,8.270197430416042
1075,8.270197430416042
1076,8.270197430416042
1077,8.270197430416042
1078,8.270197430416042
1079,8.270197430416042
1080,8.270197430416042
1081,8.270197430416042
1082,8.270197430416042
1083,8.270197430416042
1084,8.270197430416042
1085,8.270197430416042
1086,8.270197430416042
1087,8.270197430416042
1088,8.270197430416042
1089,8.270197430416042
1090,8.270197430416042
1091,8.270197430416042
1092,8.270197430416042
1093,8.270197430416042
1094,8.270197430416042
1095,8.270197430416042
1096,8.270197430416042
1097,8.270197430416042
1098,8.270197430416042
1099,8.270197430416042
1100,8.270197430416042
1101,8.270197430416042
1102,8.270197430416042
1103,8.270197430416042
1104,8.270197430416042
1105,8.270197430416042
1106,8.270197430416042
1107,8.270197430416042
1108,8.270197430416042
1109,8.270197430416042
1110,8.270197430416042
1111,8.270197430416042
1112,8.270197430416042
1113,8.270197430416042
1114,8.270197430416042
1115,8.270197430416042
1116,8.270197430416042
1117,8.270197430416042
1118,8.270197430416042
1119,8.270197430416042
1120,8.270197430416042
1121,8.270197430416042
1122,8.270197430416042
1123,8.270197430416042
1124,8.270197430416042
1125,8.270197430416042
1126,8.270197430416042
1127,8.270197430416042
1128,8.270197430416042
1129,8.270197430416042
1130,8.270197430416042
1131,8.270197430416042
1132,8.270197430416042
1133,8.270197430416042
1134,8.270197430416042
1135,8.270197430416042
1136,8.270197430416042
1137,8.270197430416042
1138,8.270197430416042
1139,8.270197430416042
1140,8.270197430416042
1141,8.270197430416042
1142,8.270197430416042
1143,8.270197430416042
1144,8.270197430416042
1145,8.270197430416042
1146,8.270197430416042
1147,8.270197430416042
1148,8.270197430416042
1149,8.270197430416042
1150,8.270197430416042
1151,8.270197430416042
1152,8.270197430416042
1153,8.270197430416042
1154,8.270197430416042
1155,8.270197430416042
1156,8.270197430416042
1157,8.270197430416042
1158,8.270197430416042
1159,8.270197430416042
1160,8.270197430416042
1161,8.270197430416042
1162,8.270197430416042
1163,8.270197430416042
1164,8.270197430416042
1165,8.270197430416042
1166,8.270197430416042
1167,8.270197430416042
1168,8.270197430416042
1169,8.270197430416042
1170,8.270197430416042
1171,8.270197430416042
1172,8.270197430416042
1173,8.270197430416042
1174,8.270197430416042
1175,8.270197430416042
1176,8.270197430416042
1177,8.270197430416042
1178,8.270197430416042
1179,8.270197430416042
1180,8.270197430416042
1181,8.270197430416042
1182,8.270197430416042
1183,8.270197430416042
1184,8.270197430416042
1185,8.270197430416042
1186,8.270197430416042
1187,8.270197430416042
1188,8.270197430416042
1189,8.270197430416042
1190,8.270197430416042
1191,8.270197430416042
1192,8.270197430416042
1193,8.270197430416042
1194,8.270197430416042
1195,8.270197430416042
1196,8.270197430416042
1197,8.270197430416042
1198,8.270197430416042
1199,8.270197430416042
1200,8.270197430416042
1201,8.270197430416042
1202,8.270197430416042
1203,8.270197430416042
1204,8.270197430416042
1205,8.270197430416042
1206,8.270197430416042
1207,8.270197430416042
1208,8.270197430416042
1209,8.270197430416042
1210,8.270197430416042
1211,8.270197430416042
1212,8.270197430416042
1213,8.270197430416042
1214,8.270197430416042
1215,8.270197430416042
1216,8.270197430416042
1217,8.270197430416042
1218,8.270197430416042
1219,8.270197430416042
1220,8.270197430416042
1221,8.270197430416042
1222,8.270197430416042
1223,8.270197430416042
1224,8.270197430416042
1225,8.270197430416042
1226,8.270197430416042
1227,8.270197430416042
1228,8.270197430416042
1229,8.270197430416042
1230,8.270197430416042
1231,8.270197430416042
1232,8.270197430416042
1233,8.270197430416042
1234,8.270197430416042
1235,8.270197430416042
1236,8.270197430416042
1237,8.270197430416042
1238,8.270197430416042
1239,8.270197430416042
1240,8.270197430416042
1241,8.270197430416042
1242,8.270197430416042
1243,8.270197430416042
1244,8.270197430416042
1245,8.270197430416042
1246,8.270197430416042
1247,8.270197430416042
1248,8.270197430416042
1249,8.270197430416042
1250,8.270197430416042
1251,8.270197430416042
1252,8.270197430416042
1253,8.270197430416042
1254,8.270197430416042
1255,8.270197430416042
1256,8.270197430416042
1257,8.270197430416042
1258,8.270197430416042
1259,8.270197430416042
1260,8.270197430416042
1261,8.270197430416042
1262,8.270197430416042
1263,8.270197430416042
1264,8.270197430416042
1265,8.270197430416042
1266,8.270197430416042
1267,8.270197430416042
1268,8.270197430416042
1269,8.270197430416042
1270,8.270197430416042
1271,8.270197430416042
1272,8.270197430416042
1273,8.270197430416042
1274,8.270197430416042
1275,8.270197430416042
1276,8.270197430416042
1277,8.270197430416042
1278,8.270197430416042
1279,8.270197430416042
1280,8.270197430416042
1281,8.270197430416042
1282,8.270197430416042
1283,8.270197430416042
1284,8.270197430416042
1285,8.270197430416042
1286,8.270197430416042
1287,8.270197430416042
1288,8.270197430416042
1289,8.270197430416042
1290,8.270197430416042
1291,8.270197430416042
1292,8.270197430416042
1293,8.270197430416042
1294,8.270197430416042
1295,8.270197430416042
1296,8.270197430416042
1297,8.270197430416042
1298,8.270197430416042
1299,8.270197430416042
1300,8.270197430416042
1301,8.270197430416042
1302,8.270197430416042
1303,8.270197430416042
1304,8.270197430416042
1305,8.270197430416042
1306,8.270197430416042
1307,8.270197430416042
1308,8.270197430416042
1309,8.270197430416042
1310,8.270197430416042
1311,8.270197430416042
1312,8.270197430416042
1313,8.270197430416042
1314,8.270197430416042
1315,8.270197430416042
1316,8.270197430416042
1317,8.270197430416042
1318,8.270197430416042
1319,8.270197430416042
1320,8.270197430416042
1321,8.270197430416042
1322,8.270197430416042
1323,8.270197430416042
1324,8.270197430416042
1325,8.270197430416042
1326,8.270197430416042
1327,8.270197430416042
1328,8.270197430416042
1329,8.270197430416042
1330,8.270197430416042
1331,8.270197430416042
1332,8.270197430416042
1333,8.270197430416042
1334,8.270197430416042
1335,8.270197430416042
1336,8.270197430416042
1337,8.270197430416042
1338,8.270197430416042
1339,8.270197430416042
1340,8.270197430416042
1341,8.270197430416042
1342,8.270197430416042
1343,8.270197430416042
1344,8.270197430416042
1345,8.270197430416042
1346,8.270197430416042
1347,8.270197430416042
1348,8.270197430416042
1349,8.270197430416042
1350,8.270197430416042
1351,8.270197430416042
1352,8.270197430416042
1353,8.270197430416042
1354,8.270197430416042
1355,8.270197430416042
1356,8.270197430416042
1357,8.270197430416042
1358,8.270197430416042
1359,8.270197430416042
1360,8.270197430416042
1361,8.270197430416042
