nome,votos
VALDEMAR MARTINHO HORTA JUNIOR,1589.2949411221107
VALMIR CARLOS DA ASSUNÇÃO,196467.67219482738
VASCO DA COSTA QUEIROZ,2557.5149059920495
VERONICA MAUADIE DE ALMEIDA,3223.3934617122704
WALDENOR ALVES PEREIRA FILHO,93151.09655673793
WASHINGTON LUIZ AIRES VELOSO,2455.9753119398665
DANIEL GOMES DE ALMEIDA,179756.05273800605
ALICE MAZZUCO PORTUGAL,85967.28968951324
EDSON SAMPAIO PIMENTA,98197.44758678721
JOÃO BOSCO BITTENCOURT,19302.013663879356
FILADELFO PINTO MEIRELES NETO,10779.647200387555
LOURIVAL MANOEL DO BONFIM,660.0530391008879
SELMA CRISTINA FERREIRA SILVA,1067.1766692275505
JONATAS THIAGO DE SOUZA,248.12363366000517
ANTONIO JORGE GOMES DE OLIVEIRA,1493.6615419238879
LUIZ BARBOSA DE DEUS,42274.74875252573
ADLER PRIMEIRO DAMASCENO GIRAO,12491.642610339177
ALLENDE GUEDES FERREIRA,1156.1246695905174
ANTONIO MARCELO TEIXEIRA SOUSA,55822.86128378815
MANOEL BARBOSA NETO,1035.3977061579515
MARIA GORETE PEREIRA,57134.73995748436
OCELIO GOMES DA ROCHA,1184.9441793492974
PEDRO RIBEIRO FILHO,54313.11372712172
VICENTE FERREIRA DE ARRUDA COELHO,58052.92008830243
AIRTON DE ALMEIDA OLIVEIRA,5359.485700771683
ANIBAL FERREIRA GOMES,171817.88101765793
ANTONIO BALHMANN CARDOSO NUNES FILHO,91244.59237094276
ANTONIO LUIZ DE ARAUJO MENEZES,9143.21079043085
ANTÔNIO EUDES XAVIER,86401.7471566488
ARTUR JOSÉ VIEIRA BRUNO,114982.97930862586
CARLOS MAURO CABRAL BENEVIDES,87860.97976264538
DOMINGOS GOMES DE AGUIAR NETO,603024.7325314184
EDSON DA SILVA,59234.03916857716
ENIA MARIA PINHEIRO,531.7964340602158
FLORENCIO NUNES NETO,18407.481834894723
FLÁVIO BEZERRA DA SILVA,56130.506421205675
FRANCISCO ADEGILDO FERRER,2005.8864119335929
FRANCISCO ARIOSTO HOLANDA,84970.0705423296
FRANCISCO DANILO BASTOS FORTE,83417.3067561047
FRANCISCO LOPES DA SILVA,113897.26069135396
GENECIAS MATEUS NORONHA,198169.00338916597
JOAO ANANIAS VASCONCELOS NETO,191662.3232799197
JOSE GERARDO CORRÊA DE ARRUDA,38142.20731689935
JOSE GERARDO OLIVEIRA DE ARRUDA FILHO,2966.087890998633
JOSÉ AIRTON FELIX CIRILO DA SILVA,80973.69231035418
JOSÉ ILÁRIO GONÇALVES MARQUES,61759.55803266932
JOSÉ NOBRE GUIMARÃES,467288.4937521161
MARIO FEITOZA DE CARVALHO FREITAS,89812.34073965099
PAULO HENRIQUE ELLERY LUSTOSA DA COSTA,56856.23718978374
RAIMUNDO ANTONIO DE MACEDO,129382.8691886229
RAIMUNDO OMAN CARNEIRO FILHO,30570.04139798087
ANTONIO DELLANI FREIRE DE LIMA,2736.8502763867154
DERMERVAL DA CUNHA SILVA NETO,3073.5421732042996
EUGENIO RABELO,47454.7104445276
FRANCISCO EDSON LOPES DA SILVA,1283.6619548510707
FRANCISCO JOSE CAMINHA ALMEIDA,54182.08134919858
JOSE ARNON CRUZ BEZERRA DE MENEZES,101113.23457128166
JOSE LINHARES PONTE,71148.11163381362
RIBAMAR VIANA DA SILVA,4509.568016245205
VERONICA DO AMARAL MADEIRO BATISTA,1459.2613527443577
WALTER LIMA FROTA CAVALCANTE,42916.09911738781
JORGE LUIZ RIBEIRO GONZAGA,2208.520006774217
DANILO PINHEIRO GUERRA,742.0335218189989
FRANCISCA ELETICE RODRIGUES,423.79151785805686
JOSE DOMINGUES ALVES GUIMARAES,518.0740466121451
JOSE VANDIR SOUSA SILVA,206.53828901481825
MARCUS RAIMUNDO CARVALHO DA SILVA FILHO,3350.3049246537457
MARIO TAVARES GURJAO,1763.6367925849993
ZAUDIVAR FELIX DE ALMEIDA,1668.2833928758412
ANTONIO IDALMIR CARVALHO FEITOSA,9471.449009125525
CARLOS MATOS LIMA,42470.303726701706
FRANCISCO ALMINO LEITE DE MENEZES,1985.3482931706037
JOÃO BATISTA GOMES MOTA,1688.5113785995695
MANOEL SALVIANO SOBRINHO,77430.12428941177
MARIA LAUDECY FERREIRA DE CARVALHO,1470.329642739805
RAIMUNDO GOMES DE MATOS,89595.68735047539
TOMAS ANTONIO ALBUQUERQUE DE PAULA PESSOA FILHO,29735.995707005313
FRANCISCO DUARTE RODRIGUES,685.65163947195
JOSÉ LUCIANO MUNIZ LIMA,3921.535541563296
RENATO ROSENO DE OLIVEIRA,48342.70921115631
YURI NUNES PAIVA,617.0135164711814
FRANCISCO LAÉLIO DE OLIVEIRA BEDÊ,2465.359912841695
FRANCISCO TAILSON PINHEIRO,882.3968652391477
RAIMUNDO FREIRE DE BRITO,1354.2544338678204
FRANCISCO JULIENIO LIMA VASCONCELOS,1291.6388256141558
FRANCIMAR DE OLIVEIRA BEZERRA,970.463023141981
JOSE CLAYTON FERNANDES,710.3057947994547
CEZARIO NETO OLIVEIRA,1562.9814880549789
FRANCISCO FERREIRA DA SILVA,844.8912156146075
ANDRÉ PEIXOTO FIGUEIREDO LIMA,77552.29461644597
FRANCISCO DE ASSIS REIS OLIVEIRA,9702.754701190206
NESTOR BEZERRA,2505.5726753057743
PAULO ROBERTO NEVES PEREIRA,3612.468384091359
MARIA ELIANE DO NASCIMENTO,96.49905916144729
MARIA LEIDES SILVA ARAUJO,439.95172486056697
MARIA DE FATIMA BEZERRA SILVA,355.2266622959071
VIVIANE FORTES DE CERQUEIRA,1063.2113136411062
ANTONIO ATILANO SOUSA AYRES DE MOURA,804.0015766007739
FRANCISCA NASCIMENTO DE ALBUQUERQUE,629.3459305380311
JOSE GONCALVES DE ALMEIDA,1919.0040912963918
SILVIO SOARES FILHO,1493.566780396161
ALEXANDRE TEIXEIRA GRIPP,1139.3694419120038
JOSE GILBERTO HARTMANN,1226.4634875725694
JOSÉ JACQUES OLIVEIRA DE MEDEIROS,523.5295922661769
WELLINGTON ANDRADE RODRIGUES,3232.222230346583
MARIA MADALENA DA SILVA CARNEIRO,1458.800483219913
THIAGO PEREIRA BERTO,2435.5968868551463
OSMAR DOS SANTOS SILVA,1602.1681425213878
PAULO DA FONSECA ALVES PEREIRA,1449.5340340825503
ANTONIO JOSÉ PEREIRA GARCIA,22349.392875759673
GEORGIOS STAIKOS TZEMOS,16847.85583057989
JADER CORRÊA DE SÁ,2400.1959573534823
JADIR NEIVA,2601.9130025597533
JOSÉ MARIA PARENTE ALBUQUERQUE,2029.8681605087045
JOSÉ MESSIAS DE SOUZA,20863.870390392778
JOSÉ RICARDO MARQUES,6486.821854527958
LIDIA SOARES DA MATA,1534.1413540547835
LUIZ CARLOS PIETSCHMANN,80188.93239813985
MAURO ROGERIO GOMES PESSANHA,5226.948060267177
NEVITON PEREIRA JUNIOR,12233.682645688074
PAULO FERNANDO RAMOS SEREJO,8674.188041979658
PAULO FERNANDO MELO DA COSTA,8535.33313557459
PAULO ROBERTO BRAVO,2989.607909707506
RICARDO DA FONSECA MARTINS,6052.519840718587
RICARDO QUIRINO DOS SANTOS,28070.46540545389
WALTER NEI VALENTE,3816.7754794368298
ARTHUR KLEBER CARDOSO,1385.7313087704736
AURICELIO VIANA MORAIS,2711.410151569049
CLEUSA MARIA COELHO DE SOUZA,1366.4969467675085
JOSE OSCAR DA SILVA,7119.334403406089
MARIO ANTONIO SALLENAVE FILHO,1480.6441636773495
RENES MAURO DE SOUZA,1483.9555691313767
ADELMIR ARAUJO SANTANA,41970.03590165151
ALEXANDRE LUIS HORTA VIANNA,1481.8424545076634
ANA BEATRIZ CANELHAS ECHART DE ABREU,356.5632590547494
ANTONIO CARLOS CASSIANO SILVA,987.0061372631598
ANTONIO CÉSAR SANTANA,2857.516037624261
CLARINDO CARLOS DA ROCHA,4182.536826603056
GILVANDO GALDINO FERNANDES,804.4204369526722
IZALCI LUCAS FERREIRA,100036.38551158374
JAQUELINE MARIA RORIZ,85910.40043957261
LAERTE RODRIGUES DE BESSA,24334.096071317796
LUDMILA DE FARO NAZARETH PASSOS,2407.043318464186
